market,commodity,date,price_per_kg,expected_price,flagged
Kitui,Beans (dry),2018-08-15,76.7,73.4,False
Kilifi,Beans (dry),2018-08-15,90.2,92.6,False
Kilifi,Maize (white),2018-08-15,39.9,39.6,False
Kajiado,Beans (dry),2018-08-15,72.0,77.0,False
Kajiado,Maize (white),2018-08-15,40.0,43.0,False
Nairobi,Bread,2018-08-15,112.5,112.5,False
Mandera,Maize (white),2018-08-15,64.0,63.0,False
Kitui,Maize (white),2018-08-15,30.0,29.6,False
Kitui,Maize (white),2018-09-15,27.0,30.0,False
Kitui,Beans (dry),2018-09-15,76.9,76.7,False
Kajiado,Beans (dry),2018-09-15,71.0,72.0,False
Mandera,Maize (white),2018-09-15,67.0,64.0,False
Marigat (Baringo),Maize (white),2018-09-15,36.0,38.0,False
Hola (Tana River),Maize (white),2018-09-15,42.0,48.0,False
Marigat (Baringo),Beans (dry),2018-09-15,103.0,100.0,False
Kajiado,Maize (white),2018-09-15,40.0,40.0,False
Kilifi,Beans (dry),2018-09-15,79.8,90.2,True
Kilifi,Maize (white),2018-09-15,41.6,39.9,False
Garissa,Maize (white),2018-09-15,60.0,60.0,False
Marsabit,Maize (white),2018-09-15,41.0,39.0,False
Nairobi,Bread,2018-09-15,112.5,112.5,False
Kajiado,Beans (dry),2018-10-15,75.0,71.0,False
Marigat (Baringo),Beans (dry),2018-10-15,103.0,103.0,False
Kitui,Beans (dry),2018-10-15,81.0,76.9,False
Lodwar (Turkana),Maize (white),2018-10-15,61.0,84.0,True
Hola (Tana River),Maize (white),2018-10-15,55.3,42.0,False
Nairobi,Bread,2018-10-15,112.5,112.5,False
Kilifi,Maize (white),2018-10-15,37.8,41.6,False
Kajiado,Maize (white),2018-10-15,45.0,40.0,False
Marigat (Baringo),Maize (white),2018-10-15,33.0,36.0,False
Mandera,Maize (white),2018-10-15,67.0,67.0,False
Kilifi,Beans (dry),2018-10-15,70.5,79.8,False
Garissa,Maize (white),2018-10-15,60.0,60.0,False
Marsabit,Maize (white),2018-10-15,42.0,41.0,False
Kitui,Maize (white),2018-10-15,33.56,27.0,True
Kajiado,Maize (white),2018-11-15,45.0,45.0,False
Mandera,Maize (white),2018-11-15,65.0,67.0,False
Nairobi,Bread,2018-11-15,112.5,112.5,False
Kilifi,Maize (white),2018-11-15,38.9,37.8,False
Kilifi,Beans (dry),2018-11-15,80.0,70.5,False
Garissa,Maize (white),2018-11-15,60.0,60.0,False
Kitui,Beans (dry),2018-11-15,71.0,81.0,False
Kitui,Maize (white),2018-11-15,26.9,33.56,True
Marsabit,Maize (white),2018-11-15,44.0,42.0,False
Marigat (Baringo),Maize (white),2018-11-15,35.0,33.0,False
Kajiado,Beans (dry),2018-11-15,78.0,75.0,False
Marigat (Baringo),Beans (dry),2018-11-15,105.0,103.0,False
Kitui,Beans (dry),2018-12-15,66.1,71.0,False
Nairobi,Bread,2018-12-15,112.5,112.5,False
Marigat (Baringo),Beans (dry),2018-12-15,107.0,105.0,False
Mandera,Maize (white),2018-12-15,68.0,65.0,False
Kilifi,Maize (white),2018-12-15,39.5,38.9,False
Garissa,Maize (white),2018-12-15,60.0,60.0,False
Hola (Tana River),Maize (white),2018-12-15,42.0,55.3,False
Kitui,Maize (white),2018-12-15,27.9,26.9,False
Marigat (Baringo),Maize (white),2018-12-15,36.0,35.0,False
Kajiado,Beans (dry),2018-12-15,84.0,78.0,False
Marsabit,Maize (white),2018-12-15,43.0,44.0,False
Kilifi,Beans (dry),2018-12-15,75.2,80.0,False
Kajiado,Maize (white),2018-12-15,48.0,45.0,False
Lodwar (Turkana),Maize (white),2019-01-15,66.0,61.0,False
Kajiado,Maize (white),2019-01-15,43.0,48.0,False
Nairobi,Bread,2019-01-15,110.0,112.5,False
Mandera,Maize (white),2019-01-15,68.0,68.0,False
Kilifi,Maize (white),2019-01-15,41.1,39.5,False
Hola (Tana River),Maize (white),2019-01-15,63.0,42.0,True
Marsabit,Maize (white),2019-01-15,41.0,43.0,False
Kitui,Beans (dry),2019-01-15,71.0,66.1,False
Kitui,Maize (white),2019-01-15,29.0,27.9,False
Marigat (Baringo),Beans (dry),2019-01-15,109.0,107.0,False
Kilifi,Beans (dry),2019-01-15,76.0,75.2,False
Kajiado,Beans (dry),2019-01-15,91.0,84.0,False
Kilifi,Beans (dry),2019-02-15,74.5,76.0,False
Kajiado,Beans (dry),2019-02-15,92.0,91.0,False
Marsabit,Maize (white),2019-02-15,44.0,41.0,False
Kajiado,Maize (white),2019-02-15,45.0,43.0,False
Kitui,Beans (dry),2019-02-15,69.0,71.0,False
Hola (Tana River),Maize (white),2019-02-15,64.0,63.0,False
Kitui,Maize (white),2019-02-15,27.0,29.0,False
Lodwar (Turkana),Maize (white),2019-02-15,64.8,66.0,False
Kilifi,Maize (white),2019-02-15,41.1,41.1,False
Nairobi,Bread,2019-02-15,110.0,110.0,False
Marigat (Baringo),Beans (dry),2019-02-15,111.0,109.0,False
Kajiado,Maize (white),2019-03-15,49.0,45.0,False
Marigat (Baringo),Beans (dry),2019-03-15,111.0,111.0,False
Kilifi,Maize (white),2019-03-15,37.3,41.1,False
Kitui,Maize (white),2019-03-15,29.0,27.0,False
Kilifi,Beans (dry),2019-03-15,76.0,74.5,False
Hola (Tana River),Maize (white),2019-03-15,54.0,64.0,False
Marsabit,Maize (white),2019-03-15,47.0,44.0,False
Kajiado,Beans (dry),2019-03-15,90.0,92.0,False
Kitui,Beans (dry),2019-03-15,70.0,69.0,False
Lodwar (Turkana),Maize (white),2019-03-15,61.0,64.8,False
Nairobi,Bread,2019-03-15,110.0,110.0,False
Mandera,Maize (white),2019-03-15,75.0,68.0,False
Nairobi,Bread,2019-04-15,110.0,110.0,False
Hola (Tana River),Maize (white),2019-04-15,51.0,54.0,False
Kilifi,Maize (white),2019-04-15,45.1,37.3,False
Kilifi,Beans (dry),2019-04-15,85.2,76.0,False
Marsabit,Maize (white),2019-04-15,49.0,47.0,False
Marigat (Baringo),Maize (white),2019-04-15,44.0,36.0,False
Kitui,Maize (white),2019-04-15,34.0,29.0,False
Kajiado,Beans (dry),2019-04-15,104.0,90.0,False
Mandera,Maize (white),2019-04-15,74.0,75.0,False
Lodwar (Turkana),Maize (white),2019-04-15,61.0,61.0,False
Marigat (Baringo),Beans (dry),2019-04-15,117.0,111.0,False
Kajiado,Maize (white),2019-04-15,52.0,49.0,False
Kitui,Beans (dry),2019-04-15,77.0,70.0,False
Garissa,Maize (white),2019-04-15,65.0,60.0,False
Kajiado,Maize (white),2019-05-15,54.0,52.0,False
Kajiado,Beans (dry),2019-05-15,103.0,104.0,False
Marsabit,Maize (white),2019-05-15,50.0,49.0,False
Kilifi,Beans (dry),2019-05-15,97.5,85.2,True
Kitui,Beans (dry),2019-05-15,80.0,77.0,False
Mandera,Maize (white),2019-05-15,75.0,74.0,False
Marigat (Baringo),Maize (white),2019-05-15,52.0,44.0,False
Hola (Tana River),Maize (white),2019-05-15,50.0,51.0,False
Marigat (Baringo),Beans (dry),2019-05-15,105.0,117.0,False
Nairobi,Bread,2019-05-15,107.5,110.0,False
Kilifi,Maize (white),2019-05-15,49.1,45.1,False
Kitui,Maize (white),2019-05-15,42.0,34.0,True
Nairobi,Bread,2019-06-15,107.5,107.5,False
Lodwar (Turkana),Maize (white),2019-06-15,63.0,61.0,False
Garissa,Maize (white),2019-06-15,67.0,65.0,False
Marsabit,Maize (white),2019-06-15,47.0,50.0,False
Kitui,Maize (white),2019-06-15,41.0,42.0,False
Hola (Tana River),Maize (white),2019-06-15,58.0,50.0,False
Mandera,Maize (white),2019-06-15,75.0,75.0,False
Marigat (Baringo),Beans (dry),2019-06-15,121.0,105.0,False
Kajiado,Maize (white),2019-06-15,52.0,54.0,False
Marigat (Baringo),Maize (white),2019-06-15,51.0,52.0,False
Kitui,Beans (dry),2019-06-15,85.0,80.0,False
Kilifi,Beans (dry),2019-06-15,103.8,97.5,False
Kilifi,Maize (white),2019-06-15,45.0,49.1,False
Kajiado,Beans (dry),2019-06-15,94.0,103.0,False
Marsabit,Maize (white),2019-07-15,46.0,47.0,False
Lodwar (Turkana),Maize (white),2019-07-15,66.7,63.0,False
Marigat (Baringo),Beans (dry),2019-07-15,139.2,121.0,True
Kajiado,Maize (white),2019-07-15,54.0,52.0,False
Kilifi,Maize (white),2019-07-15,47.9,45.0,False
Mandera,Maize (white),2019-07-15,76.9,75.0,False
Garissa,Maize (white),2019-07-15,68.0,67.0,False
Kitui,Beans (dry),2019-07-15,87.6,85.0,False
Nairobi,Bread,2019-07-15,107.5,107.5,False
Kitui,Maize (white),2019-07-15,43.5,41.0,False
Hola (Tana River),Maize (white),2019-07-15,59.3,58.0,False
Kajiado,Beans (dry),2019-07-15,99.4,94.0,False
Marigat (Baringo),Maize (white),2019-07-15,55.7,51.0,False
Kilifi,Beans (dry),2019-07-15,119.0,103.8,True
Kajiado,Maize (white),2019-08-15,60.8,54.0,False
Garissa,Maize (white),2019-08-15,68.0,68.0,False
Marsabit,Maize (white),2019-08-15,46.8,46.0,False
Kilifi,Maize (white),2019-08-15,47.2,47.9,False
Marigat (Baringo),Maize (white),2019-08-15,54.6,55.7,False
Kitui,Beans (dry),2019-08-15,93.1,87.6,False
Kitui,Maize (white),2019-08-15,44.8,43.5,False
Hola (Tana River),Maize (white),2019-08-15,56.8,59.3,False
Kajiado,Beans (dry),2019-08-15,100.2,99.4,False
Nairobi,Bread,2019-08-15,107.5,107.5,False
Marigat (Baringo),Beans (dry),2019-08-15,126.3,139.2,False
Kilifi,Beans (dry),2019-08-15,115.0,119.0,False
Mandera,Maize (white),2019-08-15,80.0,76.9,False
Nairobi,Bread,2019-09-15,107.5,107.5,False
Kitui,Maize (white),2019-09-15,43.3,44.8,False
Marigat (Baringo),Beans (dry),2019-09-15,113.0,126.3,False
Marigat (Baringo),Maize (white),2019-09-15,46.5,54.6,False
Kajiado,Beans (dry),2019-09-15,105.6,100.2,False
Kajiado,Maize (white),2019-09-15,55.4,60.8,False
Garissa,Maize (white),2019-09-15,68.0,68.0,False
Kitui,Beans (dry),2019-09-15,89.8,93.1,False
Marsabit,Maize (white),2019-09-15,46.5,46.8,False
Mandera,Maize (white),2019-09-15,81.8,80.0,False
Kilifi,Maize (white),2019-09-15,45.5,47.2,False
Hola (Tana River),Maize (white),2019-09-15,52.2,56.8,False
Kilifi,Beans (dry),2019-09-15,102.1,115.0,True
Marsabit,Maize (white),2019-10-15,50.0,46.5,False
Marigat (Baringo),Beans (dry),2019-10-15,109.0,113.0,False
Kajiado,Beans (dry),2019-10-15,92.0,105.6,False
Kitui,Beans (dry),2019-10-15,87.4,89.8,False
Marigat (Baringo),Maize (white),2019-10-15,44.0,46.5,False
Nairobi,Bread,2019-10-15,107.5,107.5,False
Garissa,Maize (white),2019-10-15,67.0,68.0,False
Kilifi,Maize (white),2019-10-15,47.9,45.5,False
Mandera,Maize (white),2019-10-15,80.0,81.8,False
Kitui,Maize (white),2019-10-15,44.6,43.3,False
Lodwar (Turkana),Maize (white),2019-10-15,67.0,66.7,False
Kilifi,Beans (dry),2019-10-15,107.9,102.1,False
Hola (Tana River),Maize (white),2019-10-15,40.0,52.2,False
Kajiado,Maize (white),2019-10-15,49.0,55.4,False
Nairobi,Bread,2019-11-15,110.0,107.5,False
Kajiado,Maize (white),2019-11-15,45.0,49.0,False
Mandera,Maize (white),2019-11-15,85.0,80.0,False
Hola (Tana River),Maize (white),2019-11-15,58.0,40.0,True
Marsabit,Maize (white),2019-11-15,49.0,50.0,False
Kajiado,Beans (dry),2019-11-15,88.0,92.0,False
Kilifi,Beans (dry),2019-11-15,113.2,107.9,False
Marigat (Baringo),Maize (white),2019-11-15,44.0,44.0,False
Garissa,Maize (white),2019-11-15,68.0,67.0,False
Kitui,Maize (white),2019-11-15,43.6,44.6,False
Kilifi,Maize (white),2019-11-15,45.5,47.9,False
Marigat (Baringo),Beans (dry),2019-11-15,108.0,109.0,False
Kitui,Beans (dry),2019-11-15,92.3,87.4,False
Marsabit,Maize (white),2019-12-15,45.0,49.0,False
Garissa,Maize (white),2019-12-15,68.0,68.0,False
Kilifi,Beans (dry),2019-12-15,105.9,113.2,False
Kitui,Beans (dry),2019-12-15,89.3,92.3,False
Kajiado,Maize (white),2019-12-15,46.0,45.0,False
Lodwar (Turkana),Maize (white),2019-12-15,65.0,67.0,False
Kilifi,Maize (white),2019-12-15,47.3,45.5,False
Kajiado,Beans (dry),2019-12-15,105.0,88.0,False
Nairobi,Bread,2019-12-15,110.0,110.0,False
Marigat (Baringo),Beans (dry),2019-12-15,115.0,108.0,False
Kitui,Maize (white),2019-12-15,44.6,43.6,False
Mandera,Maize (white),2019-12-15,80.0,85.0,False
Marigat (Baringo),Maize (white),2019-12-15,46.0,44.0,False
Mandera,Maize (white),2020-01-15,80.0,80.0,False
Kilifi,Beans (dry),2020-01-15,107.0,105.9,False
Kitui,Beans (dry),2020-01-15,79.0,89.3,False
Kajiado,Maize (white),2020-01-15,53.0,46.0,False
Kilifi,Maize (white),2020-01-15,46.9,47.3,False
Kitui,Maize (white),2020-01-15,38.0,44.6,True
Marigat (Baringo),Beans (dry),2020-01-15,124.0,115.0,False
Marigat (Baringo),Maize (white),2020-01-15,46.0,46.0,False
Kajiado,Beans (dry),2020-01-15,91.0,105.0,False
Nairobi,Bread,2020-01-15,112.5,110.0,False
Lodwar (Turkana),Maize (white),2020-01-15,64.0,65.0,False
Kajiado,Beans (dry),2020-02-15,93.0,91.0,False
Kilifi,Maize (white),2020-02-15,45.7,46.9,False
Kilifi,Beans (dry),2020-02-15,103.5,107.0,False
Kajiado,Maize (white),2020-02-15,50.0,53.0,False
Nairobi,Bread,2020-02-15,112.5,112.5,False
Marigat (Baringo),Beans (dry),2020-02-15,111.0,124.0,False
Marigat (Baringo),Maize (white),2020-02-15,47.3,46.0,False
Kitui,Maize (white),2020-02-15,37.0,38.0,False
Kitui,Beans (dry),2020-02-15,78.0,79.0,False
Lodwar (Turkana),Maize (white),2020-02-15,64.0,64.0,False
Mandera,Maize (white),2020-02-15,79.0,80.0,False
Kilifi,Beans (dry),2020-03-15,104.1,103.5,False
Kilifi,Maize (white),2020-03-15,41.9,45.7,False
Kitui,Maize (white),2020-03-15,30.0,37.0,True
Kajiado,Maize (white),2020-03-15,47.0,50.0,False
Nairobi,Bread,2020-03-15,110.0,112.5,False
Marigat (Baringo),Beans (dry),2020-03-15,114.2,111.0,False
Kitui,Beans (dry),2020-03-15,78.0,78.0,False
Marigat (Baringo),Maize (white),2020-03-15,48.5,47.3,False
Marsabit,Maize (white),2020-03-15,43.0,45.0,False
Kajiado,Beans (dry),2020-03-15,100.0,93.0,False
Kilifi,Maize (white),2020-04-15,49.6,41.9,False
Marigat (Baringo),Maize (white),2020-04-15,51.7,48.5,False
Garissa,Maize (white),2020-04-15,68.0,68.0,False
Kajiado,Maize (white),2020-04-15,54.0,47.0,False
Kilifi,Beans (dry),2020-04-15,106.0,104.1,False
Hola (Tana River),Maize (white),2020-04-15,68.0,58.0,False
Nairobi,Bread,2020-04-15,107.5,110.0,False
Kitui,Beans (dry),2020-04-15,86.0,78.0,False
Kitui,Maize (white),2020-04-15,32.0,30.0,False
Kajiado,Beans (dry),2020-04-15,105.0,100.0,False
Marigat (Baringo),Beans (dry),2020-04-15,121.51,114.2,False
Lodwar (Turkana),Maize (white),2020-04-15,60.0,64.0,False
Hola (Tana River),Maize (white),2020-05-15,66.0,68.0,False
Marigat (Baringo),Beans (dry),2020-05-15,125.2,121.51,False
Kajiado,Maize (white),2020-05-15,53.0,54.0,False
Marigat (Baringo),Maize (white),2020-05-15,52.0,51.7,False
Kitui,Beans (dry),2020-05-15,92.0,86.0,False
Kitui,Maize (white),2020-05-15,34.0,32.0,False
Nairobi,Bread,2020-05-15,107.5,107.5,False
Kajiado,Beans (dry),2020-05-15,104.0,105.0,False
Marsabit,Maize (white),2020-05-15,48.0,43.0,False
Kilifi,Maize (white),2020-05-15,44.8,49.6,False
Kilifi,Beans (dry),2020-05-15,99.3,106.0,False
Lodwar (Turkana),Maize (white),2020-05-15,70.0,60.0,False
Marigat (Baringo),Beans (dry),2020-06-15,131.9,125.2,False
Marigat (Baringo),Maize (white),2020-06-15,51.0,52.0,False
Mandera,Maize (white),2020-06-15,82.0,79.0,False
Marsabit,Maize (white),2020-06-15,46.0,48.0,False
Kilifi,Beans (dry),2020-06-15,107.3,99.3,False
Nairobi,Bread,2020-06-15,110.0,107.5,False
Kilifi,Maize (white),2020-06-15,43.7,44.8,False
Hola (Tana River),Maize (white),2020-06-15,57.0,66.0,False
Kitui,Beans (dry),2020-06-15,95.0,92.0,False
Kitui,Maize (white),2020-06-15,33.0,34.0,False
Kajiado,Beans (dry),2020-06-15,107.0,104.0,False
Kajiado,Maize (white),2020-06-15,54.0,53.0,False
Kitui,Beans (dry),2020-07-15,98.0,95.0,False
Marsabit,Maize (white),2020-07-15,47.0,46.0,False
Kitui,Maize (white),2020-07-15,34.0,33.0,False
Hola (Tana River),Maize (white),2020-07-15,57.0,57.0,False
Kilifi,Beans (dry),2020-07-15,106.6,107.3,False
Kajiado,Beans (dry),2020-07-15,100.0,107.0,False
Lodwar (Turkana),Maize (white),2020-07-15,71.0,70.0,False
Marigat (Baringo),Maize (white),2020-07-15,47.0,51.0,False
Kajiado,Maize (white),2020-07-15,50.0,54.0,False
Kilifi,Maize (white),2020-07-15,44.3,43.7,False
Mandera,Maize (white),2020-07-15,81.0,82.0,False
Nairobi,Bread,2020-07-15,112.5,110.0,False
Marigat (Baringo),Beans (dry),2020-07-15,126.0,131.9,False
Marigat (Baringo),Beans (dry),2020-08-15,120.0,126.0,False
Kitui,Beans (dry),2020-08-15,92.0,98.0,False
Kilifi,Beans (dry),2020-08-15,106.4,106.6,False
Garissa,Maize (white),2020-08-15,68.0,68.0,False
Kilifi,Maize (white),2020-08-15,41.7,44.3,False
Nairobi,Bread,2020-08-15,107.5,112.5,False
Hola (Tana River),Maize (white),2020-08-15,66.0,57.0,False
Marigat (Baringo),Maize (white),2020-08-15,41.0,47.0,False
Mandera,Maize (white),2020-08-15,82.0,81.0,False
Kitui,Maize (white),2020-08-15,33.0,34.0,False
Lodwar (Turkana),Maize (white),2020-08-15,70.0,71.0,False
Marsabit,Maize (white),2020-08-15,45.0,47.0,False
Mandera,Maize (white),2020-09-15,84.0,82.0,False
Nairobi,Bread,2020-09-15,110.0,107.5,False
Marigat (Baringo),Beans (dry),2020-09-15,107.0,120.0,False
Kajiado,Maize (white),2020-09-15,53.0,50.0,False
Lodwar (Turkana),Maize (white),2020-09-15,70.0,70.0,False
Kitui,Maize (white),2020-09-15,34.0,33.0,False
Kitui,Beans (dry),2020-09-15,94.0,92.0,False
Marigat (Baringo),Maize (white),2020-09-15,39.0,41.0,False
Hola (Tana River),Maize (white),2020-09-15,55.0,66.0,False
Kilifi,Beans (dry),2020-09-15,104.5,106.4,False
Garissa,Maize (white),2020-09-15,70.0,68.0,False
Marsabit,Maize (white),2020-09-15,45.0,45.0,False
Kajiado,Beans (dry),2020-09-15,101.0,100.0,False
Kilifi,Maize (white),2020-09-15,38.1,41.7,False
Kajiado,Beans (dry),2020-10-15,102.0,101.0,False
Kilifi,Maize (white),2020-10-15,41.9,38.1,False
Marigat (Baringo),Beans (dry),2020-10-15,114.0,107.0,False
Kitui,Beans (dry),2020-10-15,85.0,94.0,False
Hola (Tana River),Maize (white),2020-10-15,53.0,55.0,False
Nairobi,Bread,2020-10-15,110.0,110.0,False
Marsabit,Maize (white),2020-10-15,44.0,45.0,False
Marigat (Baringo),Maize (white),2020-10-15,39.0,39.0,False
Mandera,Maize (white),2020-10-15,82.0,84.0,False
Kajiado,Maize (white),2020-10-15,55.0,53.0,False
Kilifi,Beans (dry),2020-10-15,105.9,104.5,False
Kitui,Maize (white),2020-10-15,33.0,34.0,False
Garissa,Maize (white),2020-10-15,70.0,70.0,False
Marigat (Baringo),Maize (white),2020-11-15,39.0,39.0,False
Kitui,Maize (white),2020-11-15,35.0,33.0,False
Mandera,Maize (white),2020-11-15,83.0,82.0,False
Marigat (Baringo),Beans (dry),2020-11-15,117.0,114.0,False
Kitui,Beans (dry),2020-11-15,94.0,85.0,False
Garissa,Maize (white),2020-11-15,70.0,70.0,False
Lodwar (Turkana),Maize (white),2020-11-15,65.0,70.0,False
Kilifi,Maize (white),2020-11-15,39.9,41.9,False
Kilifi,Beans (dry),2020-11-15,103.9,105.9,False
Kajiado,Beans (dry),2020-11-15,100.0,102.0,False
Kajiado,Maize (white),2020-11-15,53.0,55.0,False
Nairobi,Bread,2020-11-15,112.5,110.0,False
Marsabit,Maize (white),2020-11-15,44.0,44.0,False
Marsabit,Maize (white),2020-12-15,47.0,44.0,False
Kilifi,Beans (dry),2020-12-15,106.3,103.9,False
Kitui,Maize (white),2020-12-15,33.0,35.0,False
Kitui,Beans (dry),2020-12-15,94.0,94.0,False
Mandera,Maize (white),2020-12-15,82.0,83.0,False
Garissa,Maize (white),2020-12-15,70.0,70.0,False
Kilifi,Maize (white),2020-12-15,37.6,39.9,False
Marigat (Baringo),Beans (dry),2020-12-15,114.0,117.0,False
Nairobi,Bread,2020-12-15,112.5,112.5,False
Kajiado,Maize (white),2020-12-15,55.0,53.0,False
Kajiado,Beans (dry),2020-12-15,102.0,100.0,False
Marigat (Baringo),Maize (white),2020-12-15,40.0,39.0,False
Mukuru (Nairobi),Maize flour,2021-01-15,50.0,,False
Mukuru (Nairobi),Meat (beef),2021-01-15,440.0,,False
Mukuru (Nairobi),Rice,2021-01-15,100.0,,False
Mukuru (Nairobi),Salt,2021-01-15,45.0,,False
Mukuru (Nairobi),Sorghum,2021-01-15,50.0,,False
Kangemi (Nairobi),Maize flour,2021-01-15,50.0,,False
Kalobeyei (Village 2),Maize,2021-01-15,45.0,,False
Mukuru (Nairobi),Wheat flour,2021-01-15,66.67,,False
Kalobeyei (Village 2),Rice,2021-01-15,100.0,,False
Kalobeyei (Village 3),Wheat flour,2021-01-15,67.5,,False
Kangemi (Nairobi),Maize,2021-01-15,45.0,,False
Mukuru (Nairobi),Maize,2021-01-15,50.0,,False
Mukuru (Nairobi),Sugar,2021-01-15,110.0,,False
Kalobeyei (Village 2),Maize flour,2021-01-15,70.0,,False
Kalobeyei (Village 1),Salt,2021-01-15,50.0,,False
Kalobeyei (Village 1),Beans (dry),2021-01-15,110.0,,False
Kalobeyei (Village 1),Maize,2021-01-15,47.5,,False
Kibra (Nairobi),Beans (dry),2021-01-15,105.0,,False
Kalobeyei (Village 1),Rice,2021-01-15,100.0,,False
Kalobeyei (Village 1),Sugar,2021-01-15,120.0,,False
Kalobeyei (Village 1),Wheat flour,2021-01-15,72.5,,False
Hagadera (Daadab),Beans (dry),2021-01-15,88.75,,False
Kalobeyei (Village 2),Beans (dry),2021-01-15,105.0,,False
Kalobeyei (Village 1),Potatoes (Irish),2021-01-15,50.0,,False
Hagadera (Daadab),Maize,2021-01-15,45.0,,False
Hagadera (Daadab),Maize flour,2021-01-15,61.25,,False
Kalobeyei (Village 1),Maize flour,2021-01-15,70.0,,False
Mathare (Nairobi),Meat (beef),2021-01-15,420.0,,False
Kangemi (Nairobi),Meat (beef),2021-01-15,450.0,,False
Mukuru (Nairobi),Beans (dry),2021-01-15,100.0,,False
Kibra (Nairobi),Sugar,2021-01-15,110.0,,False
Mukuru (Nairobi),Potatoes (Irish),2021-01-15,45.0,,False
Kangemi (Nairobi),Salt,2021-01-15,50.0,,False
Kalobeyei (Village 3),Sugar,2021-01-15,120.0,,False
Kalobeyei (Village 3),Salt,2021-01-15,50.0,,False
Kalobeyei (Village 3),Rice,2021-01-15,100.0,,False
Kalobeyei (Village 3),Maize flour,2021-01-15,60.0,,False
Hagadera (Daadab),Salt,2021-01-15,50.0,,False
Kalobeyei (Village 2),Wheat flour,2021-01-15,72.5,,False
Hagadera (Daadab),Rice,2021-01-15,87.5,,False
Kalobeyei (Village 2),Sugar,2021-01-15,115.0,,False
Kalobeyei (Village 2),Salt,2021-01-15,50.0,,False
Hagadera (Daadab),Meat (goat),2021-01-15,400.0,,False
Hagadera (Daadab),Sugar,2021-01-15,91.25,,False
Hagadera (Daadab),Meat (camel),2021-01-15,525.0,,False
Hagadera (Daadab),Wheat flour,2021-01-15,70.0,,False
Kibra (Nairobi),Wheat flour,2021-01-15,60.0,,False
Kalobeyei (Village 3),Beans (dry),2021-01-15,100.0,,False
Kibra (Nairobi),Maize,2021-01-15,47.5,,False
Kawangware (Nairobi),Wheat flour,2021-01-15,65.0,,False
Kibra (Nairobi),Sorghum,2021-01-15,80.0,,False
Kangemi (Nairobi),Sugar,2021-01-15,110.0,,False
Kibra (Nairobi),Salt,2021-01-15,45.0,,False
Kawangware (Nairobi),Maize flour,2021-01-15,60.0,,False
Kawangware (Nairobi),Meat (beef),2021-01-15,450.0,,False
Kangemi (Nairobi),Wheat flour,2021-01-15,70.0,,False
Kawangware (Nairobi),Potatoes (Irish),2021-01-15,50.0,,False
Kawangware (Nairobi),Rice,2021-01-15,100.0,,False
Kibra (Nairobi),Maize flour,2021-01-15,55.0,,False
Kangemi (Nairobi),Rice,2021-01-15,100.0,,False
Kawangware (Nairobi),Salt,2021-01-15,50.0,,False
Kibra (Nairobi),Rice,2021-01-15,100.0,,False
Kawangware (Nairobi),Sugar,2021-01-15,110.0,,False
Kangemi (Nairobi),Meat (beef),2021-02-15,461.33,450.0,False
Kangemi (Nairobi),Maize flour,2021-02-15,53.81,50.0,False
Kangemi (Nairobi),Maize,2021-02-15,50.36,45.0,False
Kalobeyei (Village 3),Wheat flour,2021-02-15,75.0,67.5,False
Kalobeyei (Village 3),Salt,2021-02-15,62.5,50.0,False
Kalobeyei (Village 3),Rice,2021-02-15,110.0,100.0,False
Kangemi (Nairobi),Rice,2021-02-15,100.32,100.0,False
Kalobeyei (Village 3),Maize flour,2021-02-15,72.5,60.0,False
Kalobeyei (Village 3),Sugar,2021-02-15,120.0,120.0,False
Kangemi (Nairobi),Salt,2021-02-15,50.0,50.0,False
Kalobeyei (Village 1),Rice,2021-02-15,100.0,100.0,False
Kawangware (Nairobi),Maize flour,2021-02-15,57.92,60.0,False
Kawangware (Nairobi),Meat (beef),2021-02-15,460.0,450.0,False
Kawangware (Nairobi),Potatoes (Irish),2021-02-15,52.08,50.0,False
Kawangware (Nairobi),Rice,2021-02-15,99.2,100.0,False
Kawangware (Nairobi),Salt,2021-02-15,49.699999999999996,50.0,False
Kalobeyei (Village 1),Salt,2021-02-15,69.8,50.0,False
Kalobeyei (Village 1),Potatoes (Irish),2021-02-15,55.0,50.0,False
Kakuma 2,Potatoes (Irish),2021-02-15,48.33,,False
Kakuma 3,Salt,2021-02-15,61.449999999999996,,False
Kalobeyei (Village 3),Beans (dry),2021-02-15,120.0,100.0,False
Kangemi (Nairobi),Wheat flour,2021-02-15,65.87,70.0,False
Kalobeyei (Village 2),Wheat flour,2021-02-15,72.08,72.5,False
Ethiopia (Kakuma),Wheat flour,2021-02-15,75.0,,False
Kalobeyei (Village 2),Salt,2021-02-15,65.6,50.0,False
Ethiopia (Kakuma),Rice,2021-02-15,91.25,,False
HongKong (Kakuma),Salt,2021-02-15,56.25,,False
HongKong (Kakuma),Rice,2021-02-15,100.0,,False
Ethiopia (Kakuma),Maize,2021-02-15,46.25,,False
HongKong (Kakuma),Sugar,2021-02-15,116.25,,False
Ethiopia (Kakuma),Sugar,2021-02-15,117.5,,False
HongKong (Kakuma),Maize flour,2021-02-15,70.0,,False
HongKong (Kakuma),Beans (dry),2021-02-15,107.5,,False
Kakuma 3,Rice,2021-02-15,102.92,,False
HongKong (Kakuma),Maize,2021-02-15,48.12,,False
Kalobeyei (Village 2),Sugar,2021-02-15,112.5,115.0,False
